/home/chkkar002/envs/diffstg/lib64/python3.9/site-packages/optuna/_experimental.py:33: ExperimentalWarning: Argument ``multivariate`` is an experimental feature. The interface can change in the future.
  optuna_warn(
[I 2026-08-17 15:18:36,442] A new study created in RDB with name: agcrn_tuning_RV
/scratch/chkkar002/Diffusion_Based_STGNNs/AGCRN/lib/dataloader.py:80: UserWarning: The torch.cuda.*DtypeTensor constructors are no longer recommended. It's best to use methods such as torch.tensor(data, dtype=*, device='cuda') to create tensors. (Triggered internally at /pytorch/torch/csrc/tensor/python_tensor.cpp:78.)
  X, Y = TensorFloat(X), TensorFloat(Y)
wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /home/chkkar002/.netrc.
2026-08-18 04:10: Train Epoch 21: 340/1641 Loss: 0.272160
2026-08-18 04:10: Train Epoch 21: 360/1641 Loss: 0.311409
2026-08-18 04:10: Train Epoch 21: 380/1641 Loss: 0.263478
2026-08-18 04:10: Train Epoch 21: 400/1641 Loss: 0.286786
2026-08-18 04:10: Train Epoch 21: 420/1641 Loss: 0.293893
2026-08-18 04:10: Train Epoch 21: 440/1641 Loss: 0.290265
2026-08-18 04:10: Train Epoch 21: 460/1641 Loss: 0.288285
2026-08-18 04:10: Train Epoch 21: 480/1641 Loss: 0.286348
2026-08-18 04:10: Train Epoch 21: 500/1641 Loss: 0.266678
2026-08-18 04:10: Train Epoch 21: 520/1641 Loss: 0.317921
2026-08-18 04:10: Train Epoch 21: 540/1641 Loss: 0.288343
2026-08-18 04:10: Train Epoch 21: 560/1641 Loss: 0.294714
2026-08-18 04:10: Train Epoch 21: 580/1641 Loss: 0.315138
2026-08-18 04:10: Train Epoch 21: 600/1641 Loss: 0.296469
2026-08-18 04:10: Train Epoch 21: 620/1641 Loss: 0.300571
2026-08-18 04:10: Train Epoch 21: 640/1641 Loss: 0.285949
2026-08-18 04:10: Train Epoch 21: 660/1641 Loss: 0.291089
2026-08-18 04:10: Train Epoch 21: 680/1641 Loss: 0.297183
2026-08-18 04:10: Train Epoch 21: 700/1641 Loss: 0.296827
2026-08-18 04:10: Train Epoch 21: 720/1641 Loss: 0.278057
2026-08-18 04:10: Train Epoch 21: 740/1641 Loss: 0.292545
2026-08-18 04:10: Train Epoch 21: 760/1641 Loss: 0.287885
2026-08-18 04:10: Train Epoch 21: 780/1641 Loss: 0.286436
2026-08-18 04:10: Train Epoch 21: 800/1641 Loss: 0.283040
2026-08-18 04:10: Train Epoch 21: 820/1641 Loss: 0.275803
2026-08-18 04:10: Train Epoch 21: 840/1641 Loss: 0.281052
2026-08-18 04:11: Train Epoch 21: 860/1641 Loss: 0.284645
2026-08-18 04:11: Train Epoch 21: 880/1641 Loss: 0.283063
2026-08-18 04:11: Train Epoch 21: 900/1641 Loss: 0.310259
2026-08-18 04:11: Train Epoch 21: 920/1641 Loss: 0.272247
2026-08-18 04:11: Train Epoch 21: 940/1641 Loss: 0.279169
2026-08-18 04:11: Train Epoch 21: 960/1641 Loss: 0.286818
2026-08-18 04:11: Train Epoch 21: 980/1641 Loss: 0.288398
2026-08-18 04:11: Train Epoch 21: 1000/1641 Loss: 0.289472
2026-08-18 04:11: Train Epoch 21: 1020/1641 Loss: 0.303544
2026-08-18 04:11: Train Epoch 21: 1040/1641 Loss: 0.296635
2026-08-18 04:11: Train Epoch 21: 1060/1641 Loss: 0.308183
2026-08-18 04:11: Train Epoch 21: 1080/1641 Loss: 0.290348
2026-08-18 04:11: Train Epoch 21: 1100/1641 Loss: 0.295435
2026-08-18 04:11: Train Epoch 21: 1120/1641 Loss: 0.288619
2026-08-18 04:11: Train Epoch 21: 1140/1641 Loss: 0.269010
2026-08-18 04:11: Train Epoch 21: 1160/1641 Loss: 0.286155
2026-08-18 04:11: Train Epoch 21: 1180/1641 Loss: 0.289518
2026-08-18 04:11: Train Epoch 21: 1200/1641 Loss: 0.299120
2026-08-18 04:11: Train Epoch 21: 1220/1641 Loss: 0.276005
2026-08-18 04:11: Train Epoch 21: 1240/1641 Loss: 0.296847
2026-08-18 04:11: Train Epoch 21: 1260/1641 Loss: 0.290590
2026-08-18 04:11: Train Epoch 21: 1280/1641 Loss: 0.273159
2026-08-18 04:11: Train Epoch 21: 1300/1641 Loss: 0.278264
2026-08-18 04:11: Train Epoch 21: 1320/1641 Loss: 0.319498
2026-08-18 04:11: Train Epoch 21: 1340/1641 Loss: 0.296605
2026-08-18 04:11: Train Epoch 21: 1360/1641 Loss: 0.273918
2026-08-18 04:11: Train Epoch 21: 1380/1641 Loss: 0.291638
2026-08-18 04:11: Train Epoch 21: 1400/1641 Loss: 0.270756
2026-08-18 04:11: Train Epoch 21: 1420/1641 Loss: 0.321043
2026-08-18 04:11: Train Epoch 21: 1440/1641 Loss: 0.294715
2026-08-18 04:11: Train Epoch 21: 1460/1641 Loss: 0.285137
2026-08-18 04:11: Train Epoch 21: 1480/1641 Loss: 0.307633
2026-08-18 04:11: Train Epoch 21: 1500/1641 Loss: 0.289747
2026-08-18 04:11: Train Epoch 21: 1520/1641 Loss: 0.300908
2026-08-18 04:11: Train Epoch 21: 1540/1641 Loss: 0.299620
2026-08-18 04:11: Train Epoch 21: 1560/1641 Loss: 0.293966
2026-08-18 04:11: Train Epoch 21: 1580/1641 Loss: 0.303065
2026-08-18 04:11: Train Epoch 21: 1600/1641 Loss: 0.276333
2026-08-18 04:11: Train Epoch 21: 1620/1641 Loss: 0.285629
2026-08-18 04:11: Train Epoch 21: 1640/1641 Loss: 0.281328
2026-08-18 04:11: **********Train Epoch 21: averaged Loss: 0.288482, tf_ratio: 1.000000
2026-08-18 04:12: **********Val Epoch 21: average Loss: 0.320610
2026-08-18 04:12: Train Epoch 22: 0/1641 Loss: 0.302112
2026-08-18 04:12: Train Epoch 22: 20/1641 Loss: 0.286273
2026-08-18 04:12: Train Epoch 22: 40/1641 Loss: 0.279598
2026-08-18 04:12: Train Epoch 22: 60/1641 Loss: 0.274435
2026-08-18 04:12: Train Epoch 22: 80/1641 Loss: 0.319120
2026-08-18 04:12: Train Epoch 22: 100/1641 Loss: 0.294720
2026-08-18 04:12: Train Epoch 22: 120/1641 Loss: 0.283126
2026-08-18 04:12: Train Epoch 22: 140/1641 Loss: 0.262524
2026-08-18 04:12: Train Epoch 22: 160/1641 Loss: 0.288385
2026-08-18 04:12: Train Epoch 22: 180/1641 Loss: 0.286926
2026-08-18 04:12: Train Epoch 22: 200/1641 Loss: 0.298497
2026-08-18 04:12: Train Epoch 22: 220/1641 Loss: 0.298702
2026-08-18 04:12: Train Epoch 22: 240/1641 Loss: 0.294896
2026-08-18 04:12: Train Epoch 22: 260/1641 Loss: 0.293568
2026-08-18 04:12: Train Epoch 22: 280/1641 Loss: 0.302475
2026-08-18 04:12: Train Epoch 22: 300/1641 Loss: 0.274607
2026-08-18 04:12: Train Epoch 22: 320/1641 Loss: 0.268387
2026-08-18 04:12: Train Epoch 22: 340/1641 Loss: 0.265052
2026-08-18 04:12: Train Epoch 22: 360/1641 Loss: 0.304227
2026-08-18 04:12: Train Epoch 22: 380/1641 Loss: 0.283275
2026-08-18 04:12: Train Epoch 22: 400/1641 Loss: 0.282229
2026-08-18 04:12: Train Epoch 22: 420/1641 Loss: 0.278309
2026-08-18 04:12: Train Epoch 22: 440/1641 Loss: 0.290640
2026-08-18 04:12: Train Epoch 22: 460/1641 Loss: 0.289537
2026-08-18 04:12: Train Epoch 22: 480/1641 Loss: 0.320075
2026-08-18 04:12: Train Epoch 22: 500/1641 Loss: 0.291425
2026-08-18 04:12: Train Epoch 22: 520/1641 Loss: 0.294321
2026-08-18 04:12: Train Epoch 22: 540/1641 Loss: 0.278878
2026-08-18 04:12: Train Epoch 22: 560/1641 Loss: 0.289608
2026-08-18 04:12: Train Epoch 22: 580/1641 Loss: 0.276189
2026-08-18 04:12: Train Epoch 22: 600/1641 Loss: 0.289878
2026-08-18 04:12: Train Epoch 22: 620/1641 Loss: 0.277573
2026-08-18 04:12: Train Epoch 22: 640/1641 Loss: 0.265276
2026-08-18 04:12: Train Epoch 22: 660/1641 Loss: 0.317006
2026-08-18 04:12: Train Epoch 22: 680/1641 Loss: 0.295218
2026-08-18 04:12: Train Epoch 22: 700/1641 Loss: 0.290347
2026-08-18 04:12: Train Epoch 22: 720/1641 Loss: 0.277670
2026-08-18 04:13: Train Epoch 22: 740/1641 Loss: 0.285340
2026-08-18 04:13: Train Epoch 22: 760/1641 Loss: 0.309354
2026-08-18 04:13: Train Epoch 22: 780/1641 Loss: 0.285383
2026-08-18 04:13: Train Epoch 22: 800/1641 Loss: 0.287562
2026-08-18 04:13: Train Epoch 22: 820/1641 Loss: 0.296323
2026-08-18 04:13: Train Epoch 22: 840/1641 Loss: 0.284690
2026-08-18 04:13: Train Epoch 22: 860/1641 Loss: 0.298757
2026-08-18 04:13: Train Epoch 22: 880/1641 Loss: 0.293723
2026-08-18 04:13: Train Epoch 22: 900/1641 Loss: 0.316579
2026-08-18 04:13: Train Epoch 22: 920/1641 Loss: 0.276700
2026-08-18 04:13: Train Epoch 22: 940/1641 Loss: 0.302049
2026-08-18 04:13: Train Epoch 22: 960/1641 Loss: 0.274924
2026-08-18 04:13: Train Epoch 22: 980/1641 Loss: 0.281273
2026-08-18 04:13: Train Epoch 22: 1000/1641 Loss: 0.270629
2026-08-18 04:13: Train Epoch 22: 1020/1641 Loss: 0.287261
2026-08-18 04:13: Train Epoch 22: 1040/1641 Loss: 0.278087
2026-08-18 04:13: Train Epoch 22: 1060/1641 Loss: 0.294778
2026-08-18 04:13: Train Epoch 22: 1080/1641 Loss: 0.288044
2026-08-18 04:13: Train Epoch 22: 1100/1641 Loss: 0.287858
2026-08-18 04:13: Train Epoch 22: 1120/1641 Loss: 0.293732
2026-08-18 04:13: Train Epoch 22: 1140/1641 Loss: 0.293019
2026-08-18 04:13: Train Epoch 22: 1160/1641 Loss: 0.302078
2026-08-18 04:13: Train Epoch 22: 1180/1641 Loss: 0.274744
2026-08-18 04:13: Train Epoch 22: 1200/1641 Loss: 0.271090
2026-08-18 04:13: Train Epoch 22: 1220/1641 Loss: 0.296195
2026-08-18 04:13: Train Epoch 22: 1240/1641 Loss: 0.301730
2026-08-18 04:13: Train Epoch 22: 1260/1641 Loss: 0.284766
2026-08-18 04:13: Train Epoch 22: 1280/1641 Loss: 0.284531
2026-08-18 04:13: Train Epoch 22: 1300/1641 Loss: 0.301034
2026-08-18 04:13: Train Epoch 22: 1320/1641 Loss: 0.282094
2026-08-18 04:13: Train Epoch 22: 1340/1641 Loss: 0.275908
2026-08-18 04:13: Train Epoch 22: 1360/1641 Loss: 0.278101
2026-08-18 04:13: Train Epoch 22: 1380/1641 Loss: 0.271702
2026-08-18 04:13: Train Epoch 22: 1400/1641 Loss: 0.312720
2026-08-18 04:13: Train Epoch 22: 1420/1641 Loss: 0.301607
2026-08-18 04:13: Train Epoch 22: 1440/1641 Loss: 0.287753
2026-08-18 04:13: Train Epoch 22: 1460/1641 Loss: 0.272378
2026-08-18 04:13: Train Epoch 22: 1480/1641 Loss: 0.309940
2026-08-18 04:13: Train Epoch 22: 1500/1641 Loss: 0.294767
2026-08-18 04:13: Train Epoch 22: 1520/1641 Loss: 0.276793
2026-08-18 04:13: Train Epoch 22: 1540/1641 Loss: 0.289750
2026-08-18 04:13: Train Epoch 22: 1560/1641 Loss: 0.281650
2026-08-18 04:14: Train Epoch 22: 1580/1641 Loss: 0.283559
2026-08-18 04:14: Train Epoch 22: 1600/1641 Loss: 0.279434
2026-08-18 04:14: Train Epoch 22: 1620/1641 Loss: 0.272313
2026-08-18 04:14: Train Epoch 22: 1640/1641 Loss: 0.293601
2026-08-18 04:14: **********Train Epoch 22: averaged Loss: 0.286655, tf_ratio: 1.000000
2026-08-18 04:14: **********Val Epoch 22: average Loss: 0.314545
2026-08-18 04:14: Train Epoch 23: 0/1641 Loss: 0.279821
2026-08-18 04:14: Train Epoch 23: 20/1641 Loss: 0.288757
2026-08-18 04:14: Train Epoch 23: 40/1641 Loss: 0.294062
2026-08-18 04:14: Train Epoch 23: 60/1641 Loss: 0.284172
2026-08-18 04:14: Train Epoch 23: 80/1641 Loss: 0.305403
2026-08-18 04:14: Train Epoch 23: 100/1641 Loss: 0.312715
2026-08-18 04:14: Train Epoch 23: 120/1641 Loss: 0.268312
2026-08-18 04:14: Train Epoch 23: 140/1641 Loss: 0.257257
2026-08-18 04:14: Train Epoch 23: 160/1641 Loss: 0.283056
2026-08-18 04:14: Train Epoch 23: 180/1641 Loss: 0.291743
2026-08-18 04:14: Train Epoch 23: 200/1641 Loss: 0.293233
2026-08-18 04:14: Train Epoch 23: 220/1641 Loss: 0.306029
2026-08-18 04:14: Train Epoch 23: 240/1641 Loss: 0.291451
2026-08-18 04:14: Train Epoch 23: 260/1641 Loss: 0.286205
2026-08-18 04:14: Train Epoch 23: 280/1641 Loss: 0.282663
2026-08-18 04:14: Train Epoch 23: 300/1641 Loss: 0.273707
2026-08-18 04:14: Train Epoch 23: 320/1641 Loss: 0.291473
2026-08-18 04:14: Train Epoch 23: 340/1641 Loss: 0.289161
2026-08-18 04:14: Train Epoch 23: 360/1641 Loss: 0.295026
2026-08-18 04:14: Train Epoch 23: 380/1641 Loss: 0.298087
2026-08-18 04:14: Train Epoch 23: 400/1641 Loss: 0.301470
2026-08-18 04:14: Train Epoch 23: 420/1641 Loss: 0.282076
2026-08-18 04:14: Train Epoch 23: 440/1641 Loss: 0.287020
2026-08-18 04:14: Train Epoch 23: 460/1641 Loss: 0.287776
2026-08-18 04:14: Train Epoch 23: 480/1641 Loss: 0.288940
2026-08-18 04:14: Train Epoch 23: 500/1641 Loss: 0.298685
2026-08-18 04:14: Train Epoch 23: 520/1641 Loss: 0.287337
2026-08-18 04:14: Train Epoch 23: 540/1641 Loss: 0.283297
2026-08-18 04:14: Train Epoch 23: 560/1641 Loss: 0.291335
2026-08-18 04:14: Train Epoch 23: 580/1641 Loss: 0.285253
2026-08-18 04:14: Train Epoch 23: 600/1641 Loss: 0.280811
2026-08-18 04:14: Train Epoch 23: 620/1641 Loss: 0.273447
2026-08-18 04:15: Train Epoch 23: 640/1641 Loss: 0.277453
2026-08-18 04:15: Train Epoch 23: 660/1641 Loss: 0.259546
2026-08-18 04:15: Train Epoch 23: 680/1641 Loss: 0.277141
2026-08-18 04:15: Train Epoch 23: 700/1641 Loss: 0.269393
2026-08-18 04:15: Train Epoch 23: 720/1641 Loss: 0.266524
2026-08-18 04:15: Train Epoch 23: 740/1641 Loss: 0.303926
2026-08-18 04:15: Train Epoch 23: 760/1641 Loss: 0.283688
2026-08-18 04:15: Train Epoch 23: 780/1641 Loss: 0.278198
2026-08-18 04:15: Train Epoch 23: 800/1641 Loss: 0.278155
2026-08-18 04:15: Train Epoch 23: 820/1641 Loss: 0.298996
2026-08-18 04:15: Train Epoch 23: 840/1641 Loss: 0.288832
2026-08-18 04:15: Train Epoch 23: 860/1641 Loss: 0.274133
2026-08-18 04:15: Train Epoch 23: 880/1641 Loss: 0.274936
2026-08-18 04:15: Train Epoch 23: 900/1641 Loss: 0.299730
2026-08-18 04:15: Train Epoch 23: 920/1641 Loss: 0.283836
2026-08-18 04:15: Train Epoch 23: 940/1641 Loss: 0.280612
2026-08-18 04:15: Train Epoch 23: 960/1641 Loss: 0.267561
2026-08-18 04:15: Train Epoch 23: 980/1641 Loss: 0.272154
2026-08-18 04:15: Train Epoch 23: 1000/1641 Loss: 0.296428
2026-08-18 04:15: Train Epoch 23: 1020/1641 Loss: 0.283585
2026-08-18 04:15: Train Epoch 23: 1040/1641 Loss: 0.312700
2026-08-18 04:15: Train Epoch 23: 1060/1641 Loss: 0.269592
2026-08-18 04:15: Train Epoch 23: 1080/1641 Loss: 0.289324
2026-08-18 04:15: Train Epoch 23: 1100/1641 Loss: 0.284624
2026-08-18 04:15: Train Epoch 23: 1120/1641 Loss: 0.308094
2026-08-18 04:15: Train Epoch 23: 1140/1641 Loss: 0.286055
2026-08-18 04:15: Train Epoch 23: 1160/1641 Loss: 0.296830
2026-08-18 04:15: Train Epoch 23: 1180/1641 Loss: 0.268611
2026-08-18 04:15: Train Epoch 23: 1200/1641 Loss: 0.279989
2026-08-18 04:15: Train Epoch 23: 1220/1641 Loss: 0.286025
2026-08-18 04:15: Train Epoch 23: 1240/1641 Loss: 0.275360
2026-08-18 04:15: Train Epoch 23: 1260/1641 Loss: 0.292281
2026-08-18 04:15: Train Epoch 23: 1280/1641 Loss: 0.287834
2026-08-18 04:15: Train Epoch 23: 1300/1641 Loss: 0.310884
2026-08-18 04:15: Train Epoch 23: 1320/1641 Loss: 0.286649
2026-08-18 04:15: Train Epoch 23: 1340/1641 Loss: 0.274821
2026-08-18 04:15: Train Epoch 23: 1360/1641 Loss: 0.301076
2026-08-18 04:15: Train Epoch 23: 1380/1641 Loss: 0.282743
2026-08-18 04:15: Train Epoch 23: 1400/1641 Loss: 0.283298
2026-08-18 04:15: Train Epoch 23: 1420/1641 Loss: 0.295386
2026-08-18 04:15: Train Epoch 23: 1440/1641 Loss: 0.269681
2026-08-18 04:15: Train Epoch 23: 1460/1641 Loss: 0.279023
2026-08-18 04:16: Train Epoch 23: 1480/1641 Loss: 0.289845
2026-08-18 04:16: Train Epoch 23: 1500/1641 Loss: 0.298125
2026-08-18 04:16: Train Epoch 23: 1520/1641 Loss: 0.284000
2026-08-18 04:16: Train Epoch 23: 1540/1641 Loss: 0.279138
2026-08-18 04:16: Train Epoch 23: 1560/1641 Loss: 0.273812
2026-08-18 04:16: Train Epoch 23: 1580/1641 Loss: 0.306993
2026-08-18 04:16: Train Epoch 23: 1600/1641 Loss: 0.305048
2026-08-18 04:16: Train Epoch 23: 1620/1641 Loss: 0.280312
2026-08-18 04:16: Train Epoch 23: 1640/1641 Loss: 0.315045
2026-08-18 04:16: **********Train Epoch 23: averaged Loss: 0.284929, tf_ratio: 1.000000
2026-08-18 04:16: **********Val Epoch 23: average Loss: 0.317649
2026-08-18 04:16: Train Epoch 24: 0/1641 Loss: 0.289622
2026-08-18 04:16: Train Epoch 24: 20/1641 Loss: 0.265099
2026-08-18 04:16: Train Epoch 24: 40/1641 Loss: 0.262493
2026-08-18 04:16: Train Epoch 24: 60/1641 Loss: 0.278477
2026-08-18 04:16: Train Epoch 24: 80/1641 Loss: 0.289725
2026-08-18 04:16: Train Epoch 24: 100/1641 Loss: 0.295515
2026-08-18 04:16: Train Epoch 24: 120/1641 Loss: 0.298672
2026-08-18 04:16: Train Epoch 24: 140/1641 Loss: 0.314425
2026-08-18 04:16: Train Epoch 24: 160/1641 Loss: 0.288234
2026-08-18 04:16: Train Epoch 24: 180/1641 Loss: 0.280120
2026-08-18 04:16: Train Epoch 24: 200/1641 Loss: 0.286698
2026-08-18 04:16: Train Epoch 24: 220/1641 Loss: 0.273641
2026-08-18 04:16: Train Epoch 24: 240/1641 Loss: 0.286447
2026-08-18 04:16: Train Epoch 24: 260/1641 Loss: 0.264565
2026-08-18 04:16: Train Epoch 24: 280/1641 Loss: 0.299309
2026-08-18 04:16: Train Epoch 24: 300/1641 Loss: 0.282724
2026-08-18 04:16: Train Epoch 24: 320/1641 Loss: 0.292830
2026-08-18 04:16: Train Epoch 24: 340/1641 Loss: 0.284016
2026-08-18 04:16: Train Epoch 24: 360/1641 Loss: 0.289523
2026-08-18 04:16: Train Epoch 24: 380/1641 Loss: 0.271426
2026-08-18 04:16: Train Epoch 24: 400/1641 Loss: 0.264723
2026-08-18 04:16: Train Epoch 24: 420/1641 Loss: 0.283045
2026-08-18 04:16: Train Epoch 24: 440/1641 Loss: 0.301230
2026-08-18 04:16: Train Epoch 24: 460/1641 Loss: 0.265998
2026-08-18 04:16: Train Epoch 24: 480/1641 Loss: 0.297313
2026-08-18 04:16: Train Epoch 24: 500/1641 Loss: 0.263953
2026-08-18 04:17: Train Epoch 24: 520/1641 Loss: 0.291921
2026-08-18 04:17: Train Epoch 24: 540/1641 Loss: 0.285814
2026-08-18 04:17: Train Epoch 24: 560/1641 Loss: 0.287692
2026-08-18 04:17: Train Epoch 24: 580/1641 Loss: 0.277441
2026-08-18 04:17: Train Epoch 24: 600/1641 Loss: 0.287567
2026-08-18 04:17: Train Epoch 24: 620/1641 Loss: 0.281461
2026-08-18 04:17: Train Epoch 24: 640/1641 Loss: 0.270997
2026-08-18 04:17: Train Epoch 24: 660/1641 Loss: 0.278564
2026-08-18 04:17: Train Epoch 24: 680/1641 Loss: 0.279032
2026-08-18 04:17: Train Epoch 24: 700/1641 Loss: 0.284511
2026-08-18 04:17: Train Epoch 24: 720/1641 Loss: 0.280513
2026-08-18 04:17: Train Epoch 24: 740/1641 Loss: 0.281479
2026-08-18 04:17: Train Epoch 24: 760/1641 Loss: 0.280627
2026-08-18 04:17: Train Epoch 24: 780/1641 Loss: 0.260824
2026-08-18 04:17: Train Epoch 24: 800/1641 Loss: 0.285290
2026-08-18 04:17: Train Epoch 24: 820/1641 Loss: 0.278596
2026-08-18 04:17: Train Epoch 24: 840/1641 Loss: 0.285873
2026-08-18 04:17: Train Epoch 24: 860/1641 Loss: 0.278208
2026-08-18 04:17: Train Epoch 24: 880/1641 Loss: 0.283918
2026-08-18 04:17: Train Epoch 24: 900/1641 Loss: 0.283867
2026-08-18 04:17: Train Epoch 24: 920/1641 Loss: 0.281350
2026-08-18 04:17: Train Epoch 24: 940/1641 Loss: 0.274093
2026-08-18 04:17: Train Epoch 24: 960/1641 Loss: 0.282225
2026-08-18 04:17: Train Epoch 24: 980/1641 Loss: 0.273553
2026-08-18 04:17: Train Epoch 24: 1000/1641 Loss: 0.283358
2026-08-18 04:17: Train Epoch 24: 1020/1641 Loss: 0.282282
2026-08-18 04:17: Train Epoch 24: 1040/1641 Loss: 0.295971
2026-08-18 04:17: Train Epoch 24: 1060/1641 Loss: 0.305592
2026-08-18 04:17: Train Epoch 24: 1080/1641 Loss: 0.277531
2026-08-18 04:17: Train Epoch 24: 1100/1641 Loss: 0.291513
2026-08-18 04:17: Train Epoch 24: 1120/1641 Loss: 0.293025
2026-08-18 04:17: Train Epoch 24: 1140/1641 Loss: 0.297219
2026-08-18 04:17: Train Epoch 24: 1160/1641 Loss: 0.266126
2026-08-18 04:17: Train Epoch 24: 1180/1641 Loss: 0.298183
2026-08-18 04:17: Train Epoch 24: 1200/1641 Loss: 0.275536
2026-08-18 04:17: Train Epoch 24: 1220/1641 Loss: 0.290225
2026-08-18 04:17: Train Epoch 24: 1240/1641 Loss: 0.283570
2026-08-18 04:17: Train Epoch 24: 1260/1641 Loss: 0.279585
2026-08-18 04:17: Train Epoch 24: 1280/1641 Loss: 0.265071
2026-08-18 04:17: Train Epoch 24: 1300/1641 Loss: 0.266160
2026-08-18 04:17: Train Epoch 24: 1320/1641 Loss: 0.279738
2026-08-18 04:17: Train Epoch 24: 1340/1641 Loss: 0.279212
2026-08-18 04:18: Train Epoch 24: 1360/1641 Loss: 0.267143
2026-08-18 04:18: Train Epoch 24: 1380/1641 Loss: 0.278387
2026-08-18 04:18: Train Epoch 24: 1400/1641 Loss: 0.280893
2026-08-18 04:18: Train Epoch 24: 1420/1641 Loss: 0.281239
2026-08-18 04:18: Train Epoch 24: 1440/1641 Loss: 0.275904
2026-08-18 04:18: Train Epoch 24: 1460/1641 Loss: 0.272322
2026-08-18 04:18: Train Epoch 24: 1480/1641 Loss: 0.268932
2026-08-18 04:18: Train Epoch 24: 1500/1641 Loss: 0.269525
2026-08-18 04:18: Train Epoch 24: 1520/1641 Loss: 0.282167
2026-08-18 04:18: Train Epoch 24: 1540/1641 Loss: 0.266845
2026-08-18 04:18: Train Epoch 24: 1560/1641 Loss: 0.281719
2026-08-18 04:18: Train Epoch 24: 1580/1641 Loss: 0.290355
2026-08-18 04:18: Train Epoch 24: 1600/1641 Loss: 0.287524
2026-08-18 04:18: Train Epoch 24: 1620/1641 Loss: 0.287548
2026-08-18 04:18: Train Epoch 24: 1640/1641 Loss: 0.275806
2026-08-18 04:18: **********Train Epoch 24: averaged Loss: 0.283449, tf_ratio: 1.000000
2026-08-18 04:18: **********Val Epoch 24: average Loss: 0.316609
2026-08-18 04:18: Train Epoch 25: 0/1641 Loss: 0.266044
2026-08-18 04:18: Train Epoch 25: 20/1641 Loss: 0.258297
2026-08-18 04:18: Train Epoch 25: 40/1641 Loss: 0.294769
2026-08-18 04:18: Train Epoch 25: 60/1641 Loss: 0.279292
2026-08-18 04:18: Train Epoch 25: 80/1641 Loss: 0.289841
2026-08-18 04:18: Train Epoch 25: 100/1641 Loss: 0.288114
2026-08-18 04:18: Train Epoch 25: 120/1641 Loss: 0.284192
2026-08-18 04:18: Train Epoch 25: 140/1641 Loss: 0.281088
2026-08-18 04:18: Train Epoch 25: 160/1641 Loss: 0.288075
2026-08-18 04:18: Train Epoch 25: 180/1641 Loss: 0.286779
2026-08-18 04:18: Train Epoch 25: 200/1641 Loss: 0.279561
2026-08-18 04:18: Train Epoch 25: 220/1641 Loss: 0.270604
2026-08-18 04:18: Train Epoch 25: 240/1641 Loss: 0.280297
2026-08-18 04:18: Train Epoch 25: 260/1641 Loss: 0.287094
2026-08-18 04:18: Train Epoch 25: 280/1641 Loss: 0.278978
2026-08-18 04:18: Train Epoch 25: 300/1641 Loss: 0.290325
2026-08-18 04:18: Train Epoch 25: 320/1641 Loss: 0.267262
2026-08-18 04:18: Train Epoch 25: 340/1641 Loss: 0.285675
2026-08-18 04:18: Train Epoch 25: 360/1641 Loss: 0.279644
2026-08-18 04:18: Train Epoch 25: 380/1641 Loss: 0.277312
2026-08-18 04:18: Train Epoch 25: 400/1641 Loss: 0.273871
2026-08-18 04:19: Train Epoch 25: 420/1641 Loss: 0.290406
2026-08-18 04:19: Train Epoch 25: 440/1641 Loss: 0.279656
2026-08-18 04:19: Train Epoch 25: 460/1641 Loss: 0.285348
2026-08-18 04:19: Train Epoch 25: 480/1641 Loss: 0.267889
2026-08-18 04:19: Train Epoch 25: 500/1641 Loss: 0.285646
2026-08-18 04:19: Train Epoch 25: 520/1641 Loss: 0.286537
2026-08-18 04:19: Train Epoch 25: 540/1641 Loss: 0.268887
2026-08-18 04:19: Train Epoch 25: 560/1641 Loss: 0.271517
2026-08-18 04:19: Train Epoch 25: 580/1641 Loss: 0.287025
2026-08-18 04:19: Train Epoch 25: 600/1641 Loss: 0.299349
2026-08-18 04:19: Train Epoch 25: 620/1641 Loss: 0.284095
2026-08-18 04:19: Train Epoch 25: 640/1641 Loss: 0.277048
2026-08-18 04:19: Train Epoch 25: 660/1641 Loss: 0.292027
2026-08-18 04:19: Train Epoch 25: 680/1641 Loss: 0.273594
2026-08-18 04:19: Train Epoch 25: 700/1641 Loss: 0.283154
2026-08-18 04:19: Train Epoch 25: 720/1641 Loss: 0.266623
2026-08-18 04:19: Train Epoch 25: 740/1641 Loss: 0.286632
2026-08-18 04:19: Train Epoch 25: 760/1641 Loss: 0.273662
2026-08-18 04:19: Train Epoch 25: 780/1641 Loss: 0.264451
2026-08-18 04:19: Train Epoch 25: 800/1641 Loss: 0.272734
2026-08-18 04:19: Train Epoch 25: 820/1641 Loss: 0.278552
2026-08-18 04:19: Train Epoch 25: 840/1641 Loss: 0.275455
2026-08-18 04:19: Train Epoch 25: 860/1641 Loss: 0.289469
2026-08-18 04:19: Train Epoch 25: 880/1641 Loss: 0.264514
2026-08-18 04:19: Train Epoch 25: 900/1641 Loss: 0.278417
2026-08-18 04:19: Train Epoch 25: 920/1641 Loss: 0.285572
2026-08-18 04:19: Train Epoch 25: 940/1641 Loss: 0.267603
2026-08-18 04:19: Train Epoch 25: 960/1641 Loss: 0.276671
2026-08-18 04:19: Train Epoch 25: 980/1641 Loss: 0.274106
2026-08-18 04:19: Train Epoch 25: 1000/1641 Loss: 0.284226
